FID,FID_1,GEOID,Count_,GEOID_1,partyRatio,GEOID_12,HHmedIncom,GEOID_1_13,normScore,Count_1,Sum_FID_,Sum_X_Long,Sum_Y_Lati
516,516,12057011904,0,12057011904,0,12057011904,33321,12057011904,0.475854,0,0,0,0
517,517,12057011712,0,12057011712,0.945084145,12057011712,63438,12057011712,0.598609,0,0,0,0
518,518,12057980400,0,12057980400,2.254587156,12057980400,0,12057980400,0.709942,0,0,0,0
519,519,12057980500,0,12057980500,0.677443609,12057980500,0,12057980500,1,0,0,0,0
520,520,12091022500,0,12091022500,2.594795539,12091022500,60875,12091022500,0.517943,0,0,0,0
521,521,12091022600,1,12091022600,1.336585366,12091022600,31452,12091022600,0.487315,1,0,-86.6153,30.40424
522,522,12091022700,0,12091022700,1.641673932,12091022700,57083,12091022700,0.649679,0,0,0,0
523,523,12011060401,0,12011060401,0.046714173,12011060401,28093,12011060401,0.738465,0,0,0,0
524,524,12011060402,0,12011060402,0.047865459,12011060402,37259,12011060402,0.824802,0,0,0,0
525,525,12011060403,1,12011060403,0,12011060403,34446,12011060403,0.710502,0,0,0,0
526,526,12011060207,0,12011060207,0.245801527,12011060207,36382,12011060207,0.366795,0,0,0,0
527,527,12011060208,0,12011060208,0.084738041,12011060208,44747,12011060208,0.616461,0,0,0,0
528,528,12011060209,0,12011060209,0.138211382,12011060209,63906,12011060209,0.545018,0,0,0,0
529,529,12011060501,0,12011060501,0.350110619,12011060501,54763,12011060501,0.466412,0,0,0,0
530,530,12053041201,0,12053041201,1.634994206,12053041201,49846,12053041201,0.743229,0,0,0,0
531,531,12011060503,0,12011060503,0.503114187,12011060503,93750,12011060503,0.54049,0,0,0,0
532,532,12011060504,0,12011060504,0.5,12011060504,113092,12011060504,0.753668,0,0,0,0
533,533,12011060505,0,12011060505,0.487804878,12011060505,42731,12011060505,0.656549,0,0,0,0
534,534,12099007818,1,12099007818,1.261764706,12099007818,113750,12099007818,0.569007,0,0,0,0
535,535,12115002721,0,12115002721,1.916870416,12115002721,44800,12115002721,0.867401,0,0,0,0
536,536,12115002304,0,12115002304,1.252747253,12115002304,54063,12115002304,0.863124,0,0,0,0
537,537,12099000205,0,12099000205,1.088376561,12099000205,69410,12099000205,0.767995,1,0,-80.1016057,26.93284996
538,538,12099001002,0,12099001002,0.12066204,12099001002,50192,12099001002,0.491134,0,0,0,0
539,539,12099007007,0,12099007007,0.921414538,12099007007,140917,12099007007,0.810745,0,0,0,0
540,540,12011070310,0,12011070310,0.648535565,12011070310,95417,12011070310,0.717051,0,0,0,0
541,541,12011060111,0,12011060111,0.35660091,12011060111,47533,12011060111,0.496818,0,0,0,0
542,542,12011060113,0,12011060113,0.312621359,12011060113,62616,12011060113,0.369507,0,0,0,0
543,543,12011060115,0,12011060115,0.268306636,12011060115,70414,12011060115,0.431027,1,0,-80.29373694,26.16881375
544,544,12011060116,0,12011060116,0.278231619,12011060116,62723,12011060116,0.430102,0,0,0,0
545,545,12011060117,0,12011060117,0.187022901,12011060117,42551,12011060117,0.443507,0,0,0,0
546,546,12011060118,0,12011060118,0.517890772,12011060118,78953,12011060118,0.662569,0,0,0,0
547,547,12011060119,0,12011060119,0.491694352,12011060119,71541,12011060119,0.581595,0,0,0,0
548,548,12099007418,0,12099007418,1.759090909,12099007418,113456,12099007418,0.892946,0,0,0,0
549,549,12099007505,0,12099007505,1.088607595,12099007505,82625,12099007505,0.811304,0,0,0,0
550,550,12099007617,0,12099007617,0.613275613,12099007617,83295,12099007617,0.945265,0,0,0,0
551,551,12099007754,0,12099007754,0.713692946,12099007754,83716,12099007754,0.968456,0,0,0,0
552,552,12099007812,1,12099007812,0.534860051,12099007812,54732,12099007812,0.53505,0,0,0,0
553,553,12099007909,0,12099007909,1.204866562,12099007909,106344,12099007909,0.794932,0,0,0,0
554,554,12099007912,0,12099007912,1.051739927,12099007912,82674,12099007912,0.612703,0,0,0,0
555,555,12099001904,0,12099001904,0.230904302,12099001904,57956,12099001904,0.444302,0,0,0,0
556,556,12099003101,0,12099003101,0.416161616,12099003101,45000,12099003101,0.484282,0,0,0,0
557,557,12099004402,0,12099004402,0.323831243,12099004402,33708,12099004402,0.579735,0,0,0,0
558,558,12099004810,0,12099004810,0.819359756,12099004810,55076,12099004810,0.719361,0,0,0,0
559,559,12099005101,0,12099005101,0,12099005101,30825,12099005101,0.528174,0,0,0,0
560,560,12099005702,0,12099005702,0.342818428,12099005702,42527,12099005702,0.554166,0,0,0,0
561,561,12099005951,0,12099005951,0.319516408,12099005951,47193,12099005951,0.500048,0,0,0,0
562,562,12099005202,0,12099005202,0.412903226,12099005202,29937,12099005202,0.539721,0,0,0,0
563,563,12011060122,0,12011060122,0.532727273,12011060122,64679,12011060122,0.559867,0,0,0,0
564,564,12011060203,0,12011060203,0.076286221,12011060203,35572,12011060203,0.768306,0,0,0,0
565,565,12053041401,1,12053041401,1.251811594,12053041401,32065,12053041401,0.861402,0,0,0,0
566,566,12053041402,0,12053041402,1.5825,12053041402,53750,12053041402,0.719966,0,0,0,0
567,567,12099006300,0,12099006300,0.814472252,12099006300,74082,12099006300,0.681232,0,0,0,0
568,568,12099006802,0,12099006802,0.152486188,12099006802,43958,12099006802,0.66363,0,0,0,0
569,569,12099007005,0,12099007005,1.054223149,12099007005,155972,12099007005,0.939562,0,0,0,0
570,570,12099007203,0,12099007203,0.678813559,12099007203,47297,12099007203,0.726453,1,0,-80.08845077,26.35030007
571,571,12099007613,0,12099007613,0.724210526,12099007613,53879,12099007613,0.763777,0,0,0,0
572,572,12099007731,0,12099007731,0.686723349,12099007731,94293,12099007731,0.752977,0,0,0,0
573,573,12099007738,0,12099007738,0.63562753,12099007738,60742,12099007738,0.662937,0,0,0,0
574,574,12099001102,0,12099001102,1.401639344,12099001102,50417,12099001102,0.912491,0,0,0,0
575,575,12099004705,1,12099004705,0,12099004705,36385,12099004705,0.608245,0,0,0,0
576,576,12099000405,0,12099000405,1.519906323,12099000405,91833,12099000405,0.956749,0,0,0,0
577,577,12099000509,0,12099000509,1.692307692,12099000509,107250,12099000509,0.954723,0,0,0,0
578,578,12099001912,0,12099001912,0.637417219,12099001912,26591,12099001912,0.774013,0,0,0,0
579,579,12099003504,0,12099003504,2.27173913,12099003504,178333,12099003504,0.869826,0,0,0,0
580,580,12099003511,0,12099003511,0.85380117,12099003511,137310,12099003511,0.906801,0,0,0,0
581,581,12011110404,0,12011110404,0.127777778,12011110404,51542,12011110404,0.426081,0,0,0,0
582,582,12011091201,0,12011091201,0.404109589,12011091201,42054,12011091201,0.434257,0,0,0,0
583,583,12099004809,0,12099004809,0.474002418,12099004809,48813,12099004809,0.716082,0,0,0,0
584,584,12099005409,0,12099005409,1.078389831,12099005409,127500,12099005409,0.946939,0,0,0,0
585,585,12099005411,0,12099005411,1.557522124,12099005411,84667,12099005411,0.954626,0,0,0,0
586,586,12099005812,0,12099005812,0.479289941,12099005812,54452,12099005812,0.610452,0,0,0,0
587,587,12099005903,0,12099005903,0.771030363,12099005903,103485,12099005903,0.643738,0,0,0,0
588,588,12099005935,0,12099005935,0.394466403,12099005935,49274,12099005935,0.850721,0,0,0,0
589,589,12021010701,0,12021010701,3.25,12021010701,41888,12021010701,0.79667,0,0,0,0
590,590,12011092000,0,12011092000,0.706161137,12011092000,127112,12011092000,0.941151,0,0,0,0
591,591,12011100103,0,12011100103,0.757575758,12011100103,40439,12011100103,0.73012,0,0,0,0
592,592,12011091202,0,12011091202,0.45862069,12011091202,59563,12011091202,0.351384,0,0,0,0
593,593,12011091300,0,12011091300,0.486046512,12011091300,72817,12011091300,0.536865,0,0,0,0
594,594,12011091400,0,12011091400,0.233488993,12011091400,41339,12011091400,0.419419,0,0,0,0
595,595,12011100300,0,12011100300,0.298732171,12011100300,36266,12011100300,0.476622,1,0,-80.14816265,25.98110614
596,596,12011100400,0,12011100400,0.079442509,12011100400,33673,12011100400,0.471047,0,0,0,0
597,597,12011100600,0,12011100600,0.281305115,12011100600,48697,12011100600,0.416551,0,0,0,0
598,598,12011100700,0,12011100700,0.041971694,12011100700,38339,12011100700,0.648839,0,0,0,0
599,599,12011100801,0,12011100801,0,12011100801,34592,12011100801,0.517056,0,0,0,0
600,600,12099004005,0,12099004005,0.205357143,12099004005,57629,12099004005,0.43688,0,0,0,0
601,601,12086003705,0,12086003705,0,12086003705,86828,12086003705,0.781604,0,0,0,0
602,602,12011110100,1,12011110100,0.287680661,12011110100,65294,12011110100,0.399429,0,0,0,0
603,603,12011110301,0,12011110301,0.856429463,12011110301,90014,12011110301,0.618408,0,0,0,0
604,604,12011110302,0,12011110302,0.625055531,12011110302,106269,12011110302,0.647506,0,0,0,0
605,605,12011091500,0,12011091500,0.147215496,12011091500,48519,12011091500,0.521379,0,0,0,0
606,606,12011091600,0,12011091600,0.378342246,12011091600,36657,12011091600,0.58002,0,0,0,0
607,607,12011110308,0,12011110308,0.538175047,12011110308,72742,12011110308,0.433086,0,0,0,0
608,608,12011110309,0,12011110309,0.468073593,12011110309,61990,12011110309,0.516892,0,0,0,0
609,609,12011110311,0,12011110311,0.492082111,12011110311,61906,12011110311,0.429508,0,0,0,0
610,610,12011110312,0,12011110312,0.474343675,12011110312,58083,12011110312,0.447403,0,0,0,0
611,611,12011110307,0,12011110307,0.721232877,12011110307,79492,12011110307,0.664284,0,0,0,0
612,612,12011110313,0,12011110313,0.381984987,12011110313,54300,12011110313,0.430886,0,0,0,0
613,613,12011090502,0,12011090502,0.659748771,12011090502,82024,12011090502,0.768718,0,0,0,0
614,614,12103026809,0,12103026809,0.963414634,12103026809,49861,12103026809,0.868882,0,0,0,0
615,615,12103026811,0,12103026811,1.436025733,12103026811,82846,12103026811,0.811954,0,0,0,0
616,616,12119911302,0,12119911302,0.910669975,12119911302,28438,12119911302,0.683746,0,0,0,0
617,617,12086004303,0,12086004303,0,12086004303,40440,12086004303,0.440802,0,0,0,0
618,618,12086003919,0,12086003919,0,12086003919,98500,12086003919,0.804091,0,0,0,0
619,619,12086003909,0,12086003909,0.462009179,12086003909,31750,12086003909,0.501428,0,0,0,0
620,620,12086000118,0,12086000118,0,12086000118,102292,12086000118,0.894961,0,0,0,0
621,621,12103026812,0,12103026812,1.020408163,12103026812,57107,12103026812,0.882586,0,0,0,0
622,622,12103026813,0,12103026813,1.414765101,12103026813,75565,12103026813,0.770275,0,0,0,0
623,623,12103026814,0,12103026814,1.355086372,12103026814,48272,12103026814,0.841163,0,0,0,0
624,624,12073000600,0,12073000600,0.047505938,12073000600,25090,12073000600,0.474191,0,0,0,0
625,625,12073000700,0,12073000700,0.272093023,12073000700,45855,12073000700,0.522194,0,0,0,0
626,626,12057001100,0,12057001100,0.368343195,12057001100,51016,12057001100,0.545278,0,0,0,0
627,627,12057001200,0,12057001200,0.38253012,12057001200,25766,12057001200,0.400961,0,0,0,0
628,628,12057011607,0,12057011607,0.601547389,12057011607,59542,12057011607,0.642812,0,0,0,0
629,629,12086980600,0,12086980600,0,12086980600,0,12086980600,0,0,0,0,0
630,630,12086007103,0,12086007103,0,12086007103,82708,12086007103,0.854826,0,0,0,0
631,631,12086006709,0,12086006709,0,12086006709,107048,12086006709,0.630134,0,0,0,0
632,632,12086002706,0,12086002706,0.221837945,12086002706,70703,12086002706,0.560102,0,0,0,0
633,633,12057013912,0,12057013912,1.212560386,12057013912,63551,12057013912,0.54939,0,0,0,0
634,634,12057014002,0,12057014002,1.737037037,12057014002,42005,12057014002,0.555154,0,0,0,0
635,635,12057014003,0,12057014003,2.231060606,12057014003,95491,12057014003,0.840035,0,0,0,0
636,636,12103026816,0,12103026816,0.968866171,12103026816,72532,12103026816,0.812846,0,0,0,0
637,637,12103026817,0,12103026817,0.856729378,12103026817,65431,12103026817,0.682846,0,0,0,0
638,638,12103026904,0,12103026904,1.339072848,12103026904,35401,12103026904,0.741251,0,0,0,0
639,639,12103026908,0,12103026908,1.182448037,12103026908,71273,12103026908,0.775987,0,0,0,0
640,640,12103026815,0,12103026815,1.089119171,12103026815,105625,12103026815,0.931622,0,0,0,0
641,641,12073000800,0,12073000800,0.506777894,12073000800,55294,12073000800,0.663526,0,0,0,0
642,642,12015010502,0,12015010502,2.040495868,12015010502,49942,12015010502,0.844169,0,0,0,0
643,643,12015030501,0,12015030501,1.908957416,12015030501,61211,12015030501,0.900989,0,0,0,0
644,644,12015010301,0,12015010301,1.479806139,12015010301,51045,12015010301,0.910816,1,0,-82.05281681,26.93289199
645,645,12015030502,0,12015030502,1.735849057,12015030502,40179,12015030502,0.939375,0,0,0,0
646,646,12015030302,0,12015030302,1.570351759,12015030302,46810,12015030302,0.918557,0,0,0,0
647,647,12015010501,1,12015010501,1.576623377,12015010501,45972,12015010501,0.897979,0,0,0,0
648,648,12015010403,0,12015010403,2.11137163,12015010403,68750,12015010403,0.958482,0,0,0,0
649,649,12057014106,0,12057014106,1.554973822,12057014106,48657,12057014106,0.626798,0,0,0,0
650,650,12057014108,0,12057014108,0,12057014108,38670,12057014108,0.513701,0,0,0,0
651,651,12057014109,0,12057014109,0.743502052,12057014109,59193,12057014109,0.438155,0,0,0,0
652,652,12057004300,0,12057004300,0,12057004300,8871,12057004300,0.660195,0,0,0,0
653,653,12103026910,0,12103026910,1.015801354,12103026910,55266,12103026910,0.79065,0,0,0,0
654,654,12103026911,0,12103026911,1.193921852,12103026911,48163,12103026911,0.916274,0,0,0,0
655,655,12103026909,0,12103026909,1.091290661,12103026909,29809,12103026909,0.756061,0,0,0,0
656,656,12103027000,0,12103027000,0,12103027000,49732,12103027000,0.705627,0,0,0,0
657,657,12057000500,0,12057000500,0.883928571,12057000500,51780,12057000500,0.848137,0,0,0,0
658,658,12057000402,0,12057000402,0,12057000402,31411,12057000402,0.537022,0,0,0,0
659,659,12045960100,0,12045960100,3.744329897,12045960100,38121,12045960100,0.633802,0,0,0,0
660,660,12045960300,1,12045960300,2.005813953,12045960300,53811,12045960300,0.819886,0,0,0,0
661,661,12045960200,0,12045960200,3.161016949,12045960200,45407,12045960200,0.532094,0,0,0,0
662,662,12095012701,0,12095012701,0.620236531,12095012701,73075,12095012701,0.719701,0,0,0,0
663,663,12057001300,0,12057001300,0.570306363,12057001300,40721,12057001300,0.590131,0,0,0,0
664,664,12057001400,0,12057001400,0.580188679,12057001400,37407,12057001400,0.727684,0,0,0,0
665,665,12057001500,0,12057001500,0.440267335,12057001500,70577,12057001500,0.744066,0,0,0,0
666,666,12057001700,0,12057001700,0.330532213,12057001700,52364,12057001700,0.502326,0,0,0,0
667,667,12057001900,0,12057001900,0,12057001900,29779,12057001900,0.714061,0,0,0,0
668,668,12057002100,0,12057002100,0.245070423,12057002100,49500,12057002100,0.422582,0,0,0,0
669,669,12057002200,0,12057002200,0,12057002200,44286,12057002200,0.578274,0,0,0,0
670,670,12057002300,0,12057002300,0.354041416,12057002300,58242,12057002300,0.619289,0,0,0,0
671,671,12057002500,2,12057002500,0.442917548,12057002500,29371,12057002500,0.662618,0,0,0,0
672,672,12111380200,0,12111380200,0.038413879,12111380200,13500,12111380200,0.640413,0,0,0,0
673,673,12073002101,0,12073002101,0.291538462,12073002101,43833,12073002101,0.463718,0,0,0,0
674,674,12073002201,0,12073002201,0.246537396,12073002201,41771,12073002201,0.462468,0,0,0,0
675,675,12103025119,0,12103025119,1.443601896,12103025119,72830,12103025119,0.86223,0,0,0,0
676,676,12103025120,0,12103025120,1.375761267,12103025120,91940,12103025120,0.903533,0,0,0,0
677,677,12103025121,0,12103025121,1.344827586,12103025121,77353,12103025121,0.863433,0,0,0,0
678,678,12033000900,0,12033000900,1.38247012,12033000900,71898,12033000900,0.785909,0,0,0,0
679,679,12033001101,1,12033001101,1.683453237,12033001101,79614,12033001101,0.769068,0,0,0,0
680,680,12033002300,0,12033002300,1.377952756,12033002300,40152,12033002300,0.714526,0,0,0,0
681,681,12033002500,0,12033002500,2.588235294,12033002500,109821,12033002500,0.935152,0,0,0,0
682,682,12033002704,0,12033002704,1.23255814,12033002704,39839,12033002704,0.528157,0,0,0,0
683,683,12033003000,0,12033003000,0.78256705,12033003000,40841,12033003000,0.421059,0,0,0,0
684,684,12033003301,0,12033003301,2.869649805,12033003301,65571,12033003301,0.615179,0,0,0,0
685,685,12033003305,0,12033003305,1.85043755,12033003305,58922,12033003305,0.567453,0,0,0,0
686,686,12105015405,1,12105015405,1.861538462,12105015405,36500,12105015405,0.769242,0,0,0,0
687,687,12103025203,0,12103025203,1.354199683,12103025203,64871,12103025203,0.911305,0,0,0,0
688,688,12103025204,0,12103025204,1.208112875,12103025204,46659,12103025204,0.766295,0,0,0,0
689,689,12103025205,0,12103025205,1.268703899,12103025205,72689,12103025205,0.906525,0,0,0,0
690,690,12103026102,0,12103026102,0.686192469,12103026102,39965,12103026102,0.697254,0,0,0,0
691,691,12057002700,0,12057002700,0.632668712,12057002700,39178,12057002700,0.699167,0,0,0,0
692,692,12057002800,0,12057002800,0.487956488,12057002800,70250,12057002800,0.676155,0,0,0,0
693,693,12057002900,0,12057002900,0.180883864,12057002900,48631,12057002900,0.502537,0,0,0,0
694,694,12057003000,0,12057003000,0,12057003000,26300,12057003000,0.549318,0,0,0,0
695,695,12057003100,0,12057003100,0,12057003100,30227,12057003100,0.495606,0,0,0,0
696,696,12057003400,0,12057003400,0,12057003400,22849,12057003400,0.773502,0,0,0,0
697,697,12057003500,0,12057003500,0.047361299,12057003500,30375,12057003500,0.662921,0,0,0,0
698,698,12057003600,0,12057003600,0,12057003600,29432,12057003600,0.528481,0,0,0,0
699,699,12057003700,0,12057003700,0.14479638,12057003700,33333,12057003700,0.537079,0,0,0,0
700,700,12057003800,0,12057003800,0,12057003800,33542,12057003800,0.483175,0,0,0,0
701,701,12057003900,0,12057003900,0.105022831,12057003900,29583,12057003900,0.413378,0,0,0,0
702,702,12086012100,0,12086012100,0.619136089,12086012100,45940,12086012100,0.6967,0,0,0,0
703,703,12086012200,0,12086012200,1.64516129,12086012200,76607,12086012200,0.946996,0,0,0,0
704,704,12086012300,0,12086012300,0.760806916,12086012300,70851,12086012300,0.661654,0,0,0,0
705,705,12086012400,0,12086012400,1.494910941,12086012400,78964,12086012400,0.836383,0,0,0,0
706,706,12086012600,0,12086012600,1.300564972,12086012600,55707,12086012600,0.85465,0,0,0,0
707,707,12086012700,0,12086012700,1.502215062,12086012700,83427,12086012700,0.826014,0,0,0,0
708,708,12073001500,0,12073001500,0.382253995,12073001500,46662,12073001500,0.517646,0,0,0,0
709,709,12073002304,0,12073002304,0.732954545,12073002304,40038,12073002304,0.424632,0,0,0,0
710,710,12073002403,0,12073002403,0.489894129,12073002403,48786,12073002403,0.538171,0,0,0,0
711,711,12073002410,1,12073002410,0.761593017,12073002410,55639,12073002410,0.53431,0,0,0,0
712,712,12057004500,0,12057004500,0.531607007,12057004500,42083,12057004500,0.481227,0,0,0,0
713,713,12057004700,1,12057004700,0,12057004700,46836,12057004700,0.6964,0,0,0,0
714,714,12057004800,0,12057004800,0.557116105,12057004800,43398,12057004800,0.713032,0,0,0,0
715,715,12043990000,0,12043990000,3.440366972,12043990000,0,12043990000,0,0,0,0,0
716,716,12011020204,0,12011020204,0.460857726,12011020204,64358,12011020204,0.556207,0,0,0,0
717,717,12086016300,0,12086016300,0,12086016300,94107,12086016300,0.700649,0,0,0,0
718,718,12057004100,0,12057004100,0,12057004100,18021,12057004100,0.473769,0,0,0,0
719,719,12057004200,0,12057004200,0.225433526,12057004200,48333,12057004200,0.449041,0,0,0,0
720,720,12057004400,0,12057004400,0.10982659,12057004400,28083,12057004400,0.420546,0,0,0,0
721,721,12057004900,0,12057004900,0.651408451,12057004900,64857,12057004900,0.603751,0,0,0,0
722,722,12057005000,1,12057005000,0.321590909,12057005000,22826,12057005000,0.518931,0,0,0,0
723,723,12086016400,0,12086016400,1.25,12086016400,80849,12086016400,0.82004,0,0,0,0
724,724,12086016800,0,12086016800,1.002136752,12086016800,67361,12086016800,0.85863,0,0,0,0
725,725,12103026002,0,12103026002,1.780201342,12103026002,83006,12103026002,0.901775,0,0,0,0
726,726,12086003912,0,12086003912,0.534759358,12086003912,57083,12086003912,0.529954,0,0,0,0
727,727,12086005904,0,12086005904,1.302832244,12086005904,49477,12086005904,0.922376,0,0,0,0
728,728,12086980500,1,12086980500,1,12086980500,0,12086980500,0,0,0,0,0
729,729,12085000700,0,12085000700,0,12085000700,55553,12085000700,0.920265,1,0,-80.25560844,27.19965588
730,730,12086000405,0,12086000405,0.068085106,12086000405,50893,12086000405,0.596726,0,0,0,0
731,731,12086002402,0,12086002402,0.585501859,12086002402,28516,12086002402,0.646958,0,0,0,0
732,732,12086011500,0,12086011500,1.512280702,12086011500,73071,12086011500,0.750249,0,0,0,0
733,733,12086005302,0,12086005302,0.834697218,12086005302,16898,12086005302,0.812052,0,0,0,0
734,734,12086006402,0,12086006402,0.990654206,12086006402,37117,12086006402,0.811801,0,0,0,0
735,735,12086009306,0,12086009306,2.001369863,12086009306,31114,12086009306,0.886403,0,0,0,0
736,736,12086000706,1,12086000706,1.779610195,12086000706,29554,12086000706,0.840818,0,0,0,0
737,737,12086001204,0,12086001204,0.477553034,12086001204,47800,12086001204,0.631233,0,0,0,0
738,738,12086010006,0,12086010006,0.136338946,12086010006,40806,12086010006,0.475545,0,0,0,0
739,739,12086019800,0,12086019800,1.003814367,12086019800,99205,12086019800,0.820401,0,0,0,0
740,740,12086003916,0,12086003916,0.538873995,12086003916,40100,12086003916,0.533799,0,0,0,0
741,741,12086000601,0,12086000601,2.359649123,12086000601,35995,12086000601,0.884737,0,0,0,0
742,742,12086014200,0,12086014200,1.463190184,12086014200,78897,12086014200,0.901467,0,0,0,0
743,743,12086000202,1,12086000202,0.314828897,12086000202,38966,12086000202,0.470494,0,0,0,0
744,744,12086015100,0,12086015100,1.167343623,12086015100,101820,12086015100,0.732908,0,0,0,0
745,745,12086005406,1,12086005406,0.80733945,12086005406,30213,12086005406,0.807726,0,0,0,0
746,746,12086005304,0,12086005304,0,12086005304,23898,12086005304,0.84885,0,0,0,0
747,747,12086009021,0,12086009021,1.101398601,12086009021,34915,12086009021,0.886659,0,0,0,0
748,748,12086003704,0,12086003704,0.309949893,12086003704,50633,12086003704,0.678747,0,0,0,0
749,749,12086006504,0,12086006504,0.818777293,12086006504,56833,12086006504,0.861435,0,0,0,0
750,750,12086008417,1,12086008417,0.909294513,12086008417,34583,12086008417,0.834353,0,0,0,0
751,751,12086008405,1,12086008405,1.035735557,12086008405,108448,12086008405,0.811595,0,0,0,0
752,752,12086008304,0,12086008304,0.085026571,12086008304,50526,12086008304,0.519594,0,0,0,0
753,753,12086008305,0,12086008305,0.742026931,12086008305,85284,12086008305,0.7459,0,0,0,0
754,754,12086008306,0,12086008306,0.299316406,12086008306,58906,12086008306,0.432648,0,0,0,0
755,755,12103021500,1,12103021500,0.305952381,12103021500,42679,12103021500,0.78053,1,0,-82.63876,27.77119
756,756,12086014400,0,12086014400,0.752837327,12086014400,61625,12086014400,0.908538,0,0,0,0
757,757,12086015000,0,12086015000,1.70829769,12086015000,78343,12086015000,0.956717,0,0,0,0
758,758,12086016200,0,12086016200,1.03757416,12086016200,75107,12086016200,0.877572,0,0,0,0
759,759,12086010001,0,12086010001,0.081900452,12086010001,42113,12086010001,0.501469,0,0,0,0
760,760,12086010005,0,12086010005,0.622767857,12086010005,42046,12086010005,0.540186,0,0,0,0
761,761,12057005700,0,12057005700,0.718967229,12057005700,61528,12057005700,0.799654,0,0,0,0
762,762,12057005800,0,12057005800,1.170303605,12057005800,87109,12057005800,0.75396,0,0,0,0
763,763,12086010009,0,12086010009,0.306538049,12086010009,45599,12086010009,0.444732,0,0,0,0
764,764,12086010010,0,12086010010,0.226337449,12086010010,45665,12086010010,0.454414,0,0,0,0
765,765,12086015600,0,12086015600,0.631728045,12086015600,64426,12086015600,0.715525,0,0,0,0
766,766,12086011003,0,12086011003,0,12086011003,43446,12086011003,0.712568,0,0,0,0
767,767,12057005500,0,12057005500,0.846017699,12057005500,94375,12057005500,0.791963,0,0,0,0
768,768,12057006300,0,12057006300,1.182561308,12057006300,115547,12057006300,0.843464,0,0,0,0
769,769,12057006600,0,12057006600,0.759152216,12057006600,53739,12057006600,0.71414,0,0,0,0
770,770,12057006801,0,12057006801,0.929344367,12057006801,50441,12057006801,0.607384,0,0,0,0
771,771,12055960300,0,12055960300,0,12055960300,29306,12055960300,0.346862,1,0,-81.5068259,27.59550426
772,772,12055960400,0,12055960400,1.54508612,12055960400,36225,12055960400,0.508533,0,0,0,0
773,773,12086008308,0,12086008308,0.262992126,12086008308,54063,12086008308,0.472025,0,0,0,0
774,774,12086010210,0,12086010210,0.418945313,12086010210,38221,12086010210,0.503532,0,0,0,0
775,775,12086010208,0,12086010208,0.69047619,12086010208,30050,12086010208,0.500894,0,0,0,0
776,776,12086020300,0,12086020300,0.677966102,12086020300,49338,12086020300,0.74147,0,0,0,0
777,777,12086005901,1,12086005901,1.355691057,12086005901,50000,12086005901,0.89401,0,0,0,0
778,778,12086006102,0,12086006102,0.982384824,12086006102,129208,12086006102,0.906826,0,0,0,0
779,779,12086008409,0,12086008409,0.962990377,12086008409,84786,12086008409,0.75075,0,0,0,0
780,780,12086009100,1,12086009100,1.475570033,12086009100,38690,12086009100,0.752951,0,0,0,0
781,781,12086009400,0,12086009400,0.092623638,12086009400,52422,12086009400,0.547042,0,0,0,0
782,782,12086010205,0,12086010205,0.456470588,12086010205,34247,12086010205,0.599614,0,0,0,0
783,783,12086000204,0,12086000204,0.10663199,12086000204,53709,12086000204,0.485381,0,0,0,0
784,784,12086000206,1,12086000206,0.096099291,12086000206,41270,12086000206,0.52438,0,0,0,0
785,785,12086000209,0,12086000209,0.121354167,12086000209,30046,12086000209,0.614685,0,0,0,0
786,786,12073001601,0,12073001601,0.300445576,12073001601,39959,12073001601,0.4253,0,0,0,0
787,787,12073001602,0,12073001602,0.637997433,12073001602,94482,12073001602,0.762665,0,0,0,0
788,788,12079110100,1,12079110100,2.173361522,12079110100,41579,12079110100,0.705578,0,0,0,0
789,789,12079110301,1,12079110301,1.108308605,12079110301,40313,12079110301,0.454838,0,0,0,0
790,790,12079110200,0,12079110200,1.019635344,12079110200,33191,12079110200,0.454439,0,0,0,0
791,791,12079110400,0,12079110400,1.223891811,12079110400,41181,12079110400,0.643443,0,0,0,0
792,792,12079110302,0,12079110302,0.224137931,12079110302,29886,12079110302,0.503853,0,0,0,0
793,793,12103022000,0,12103022000,0.135727328,12103022000,34731,12103022000,0.543605,0,0,0,0
794,794,12103021600,0,12103021600,0.250332889,12103021600,23359,12103021600,0.451165,0,0,0,0
795,795,12103021800,0,12103021800,0.119810634,12103021800,41615,12103021800,0.606766,0,0,0,0
796,796,12057004000,0,12057004000,0.191489362,12057004000,13875,12057004000,0.496197,0,0,0,0
797,797,12086000301,0,12086000301,0.090122567,12086000301,49072,12086000301,0.49098,0,0,0,0
798,798,12086000302,0,12086000302,0.161711385,12086000302,65613,12086000302,0.429604,0,0,0,0
799,799,12086000305,0,12086000305,0.105732921,12086000305,36964,12086000305,0.640628,0,0,0,0
800,800,12103021900,0,12103021900,0,12103021900,46286,12103021900,0.57955,0,0,0,0
801,801,12103022200,0,12103022200,0.516403402,12103022200,53438,12103022200,0.490493,0,0,0,0
802,802,12103022301,0,12103022301,0.719844358,12103022301,54375,12103022301,0.731457,0,0,0,0
803,803,12071001402,0,12071001402,1.441649899,12071001402,77300,12071001402,0.982081,0,0,0,0
804,804,12103022302,1,12103022302,0,12103022302,55625,12103022302,0.81331,0,0,0,0
805,805,12103022401,0,12103022401,1.167360533,12103022401,71450,12103022401,0.848907,0,0,0,0
806,806,12109021203,0,12109021203,2.109177215,12109021203,58972,12109021203,0.877241,0,0,0,0
