FID,FID_1,GEOID,Count_,GEOID_1,partyRatio,GEOID_12,HHmedIncom,GEOID_1_13,normScore,Count_1,Sum_FID_,Sum_X_Long,Sum_Y_Lati
2205,2205,12086008205,0,12086008205,1.195804196,12086008205,178281,12086008205,0.780285,0,0,0,0
2206,2206,12086008206,0,12086008206,0.617474302,12086008206,110000,12086008206,0.759055,0,0,0,0
2207,2207,12086007805,0,12086007805,1.030588235,12086007805,93603,12086007805,0.790634,0,0,0,0
2208,2208,12086010012,0,12086010012,0.063671875,12086010012,48892,12086010012,0.675005,0,0,0,0
2209,2209,12086010013,0,12086010013,0.486899563,12086010013,64000,12086010013,0.485441,0,0,0,0
2210,2210,12086010016,0,12086010016,0.614114114,12086010016,50636,12086010016,0.558962,0,0,0,0
2211,2211,12086010015,0,12086010015,0.574040219,12086010015,32571,12086010015,0.878216,0,0,0,0
2212,2212,12086017800,0,12086017800,0.706689537,12086017800,40827,12086017800,0.958602,0,0,0,0
2213,2213,12086018100,0,12086018100,0,12086018100,58447,12086018100,0.705766,0,0,0,0
2214,2214,12086017600,0,12086017600,0.64957265,12086017600,49444,12086017600,0.783656,0,0,0,0
2215,2215,12086017500,0,12086017500,0.766037736,12086017500,36910,12086017500,0.931779,0,0,0,0
2216,2216,12086017700,0,12086017700,0.616588419,12086017700,50843,12086017700,0.742586,0,0,0,0
2217,2217,12117020500,0,12117020500,0.182346109,12117020500,23880,12117020500,0.369263,0,0,0,0
2218,2218,12059960300,0,12059960300,12.2,12059960300,36005,12059960300,0.889329,0,0,0,0
2219,2219,12059960200,0,12059960200,4.527310924,12059960200,42396,12059960200,0.909017,0,0,0,0
2220,2220,12059960100,0,12059960100,9.211864407,12059960100,41649,12059960100,0.848927,0,0,0,0
2221,2221,12059960400,0,12059960400,5.651006711,12059960400,35833,12059960400,0.650419,0,0,0,0
2222,2222,12086016700,0,12086016700,1.389876881,12086016700,64423,12086016700,0.954714,0,0,0,0
2223,2223,12086018500,0,12086018500,0.668560606,12086018500,58355,12086018500,0.624124,0,0,0,0
2224,2224,12031001200,0,12031001200,0.200851668,12031001200,36773,12031001200,0.39849,0,0,0,0
2225,2225,12117020704,2,12117020704,1.307599517,12117020704,93882,12117020704,0.640626,0,0,0,0
2226,2226,12117020705,0,12117020705,0,12117020705,76806,12117020705,0.575955,0,0,0,0
2227,2227,12095016716,0,12095016716,0.880052724,12095016716,85769,12095016716,0.612454,0,0,0,0
2228,2228,12105015801,0,12105015801,1.518987342,12105015801,39859,12105015801,0.780335,0,0,0,0
2229,2229,12105011908,0,12105011908,1.730263158,12105011908,48449,12105011908,0.754733,0,0,0,0
2230,2230,12105010501,0,12105010501,1.882352941,12105010501,76750,12105010501,0.856634,0,0,0,0
2231,2231,12105010401,0,12105010401,0,12105010401,37552,12105010401,0.846855,0,0,0,0
2232,2232,12105012205,0,12105012205,1.209606987,12105012205,49836,12105012205,0.587736,0,0,0,0
2233,2233,12105012128,0,12105012128,0,12105012128,61500,12105012128,0.575663,0,0,0,0
2234,2234,12095016710,0,12095016710,0.667025862,12095016710,66563,12095016710,0.527957,0,0,0,0
2235,2235,12107950800,0,12107950800,0.350567465,12107950800,32077,12107950800,0.481165,1,0,-81.63731401,29.64868562
2236,2236,12107951300,0,12107951300,2.233676976,12107951300,40246,12107951300,0.746302,0,0,0,0
2237,2237,12071050203,0,12071050203,1.710914454,12071050203,69914,12071050203,0.851445,0,0,0,0
2238,2238,12071050306,0,12071050306,0,12071050306,59000,12071050306,0.94717,0,0,0,0
2239,2239,12103020208,0,12103020208,0.172776538,12103020208,48333,12103020208,0.660746,0,0,0,0
2240,2240,12103024409,0,12103024409,0.94197397,12103024409,82167,12103024409,0.88211,0,0,0,0
2241,2241,12103024410,0,12103024410,0,12103024410,42286,12103024410,0.63076,0,0,0,0
2242,2242,12097043205,0,12097043205,3.146428571,12097043205,65347,12097043205,0.980168,0,0,0,0
2243,2243,12086000216,0,12086000216,0,12086000216,55495,12086000216,0.576086,0,0,0,0
2244,2244,12086000213,0,12086000213,0.740056818,12086000213,36821,12086000213,0.447343,0,0,0,0
2245,2245,12086009706,0,12086009706,0.458942632,12086009706,48947,12086009706,0.729505,0,0,0,0
2246,2246,12071000503,0,12071000503,0.210219922,12071000503,45045,12071000503,0.342241,0,0,0,0
2247,2247,12086009808,0,12086009808,0.289514867,12086009808,40235,12086009808,0.38509,0,0,0,0
2248,2248,12086009704,0,12086009704,0.470266576,12086009704,96053,12086009704,0.785444,0,0,0,0
2249,2249,12086009803,0,12086009803,0.132352941,12086009803,48750,12086009803,0.506023,0,0,0,0
2250,2250,12086000211,0,12086000211,0.246448425,12086000211,49893,12086000211,0.553105,0,0,0,0
2251,2251,12086010801,0,12086010801,0.330087634,12086010801,31924,12086010801,0.485379,0,0,0,0
2252,2252,12086011005,0,12086011005,0.581532417,12086011005,49970,12086011005,0.576618,0,0,0,0
2253,2253,12071010304,0,12071010304,1.461887935,12071010304,57662,12071010304,0.817485,0,0,0,0
2254,2254,12071010307,0,12071010307,1.331395349,12071010307,40861,12071010307,0.637353,0,0,0,0
2255,2255,12086011008,0,12086011008,0.602941176,12086011008,73281,12086011008,0.612354,0,0,0,0
2256,2256,12086011009,0,12086011009,0.539358601,12086011009,61387,12086011009,0.48561,0,0,0,0
2257,2257,12086002501,0,12086002501,0.191780822,12086002501,27540,12086002501,0.448914,0,0,0,0
2258,2258,12086004403,0,12086004403,0,12086004403,40241,12086004403,0.477149,0,0,0,0
2259,2259,12071010404,0,12071010404,1.46372549,12071010404,62718,12071010404,0.748033,0,0,0,0
2260,2260,12071010405,0,12071010405,1.335053965,12071010405,55260,12071010405,0.875623,0,0,0,0
2261,2261,12071010305,0,12071010305,1.879200727,12071010305,56538,12071010305,0.879521,0,0,0,0
2262,2262,12085000100,0,12085000100,0,12085000100,83750,12085000100,0.978185,0,0,0,0
2263,2263,12085000300,0,12085000300,1.354725788,12085000300,46977,12085000300,0.841693,0,0,0,0
2264,2264,12085000400,0,12085000400,1.314909091,12085000400,62434,12085000400,0.935482,0,0,0,0
2265,2265,12031000200,0,12031000200,0.066298343,12031000200,24073,12031000200,0.827966,0,0,0,0
2266,2266,12031000300,0,12031000300,0.098298677,12031000300,21094,12031000300,0.514681,0,0,0,0
2267,2267,12095016712,1,12095016712,0.427665706,12095016712,41175,12095016712,0.640806,0,0,0,0
2268,2268,12085000501,0,12085000501,1.13154961,12085000501,47936,12085000501,0.890173,0,0,0,0
2269,2269,12105012406,0,12105012406,0.877966102,12105012406,51339,12105012406,0.783523,0,0,0,0
2270,2270,12105011912,0,12105011912,0,12105011912,53688,12105011912,0.748013,0,0,0,0
2271,2271,12105016400,0,12105016400,0,12105016400,22879,12105016400,0.497378,0,0,0,0
2272,2272,12105015102,0,12105015102,0,12105015102,66100,12105015102,0.912138,0,0,0,0
2273,2273,12095016717,0,12095016717,0,12095016717,78173,12095016717,0.540463,0,0,0,0
2274,2274,12001000700,0,12001000700,0.090944882,12001000700,36754,12001000700,0.578957,0,0,0,0
2275,2275,12095016714,1,12095016714,0.617171717,12095016714,52679,12095016714,0.472629,0,0,0,0
2276,2276,12119910800,0,12119910800,0,12119910800,46382,12119910800,0.96635,0,0,0,0
2277,2277,12119910602,0,12119910602,2.912280702,12119910602,38100,12119910602,0.921748,0,0,0,0
2278,2278,12119911400,0,12119911400,2.682222222,12119911400,69920,12119911400,0.867744,0,0,0,0
2279,2279,12119911702,0,12119911702,2.520446097,12119911702,46312,12119911702,0.955013,0,0,0,0
2280,2280,12119910100,0,12119910100,2.621656051,12119910100,41783,12119910100,0.482315,0,0,0,0
2281,2281,12119911301,0,12119911301,2.719178082,12119911301,39855,12119911301,0.865515,0,0,0,0
2282,2282,12119911200,0,12119911200,2.406868591,12119911200,64305,12119911200,0.945078,0,0,0,0
2283,2283,12071001906,0,12071001906,1.201499531,12071001906,41614,12071001906,0.737783,0,0,0,0
2284,2284,12071050307,0,12071050307,2.701863354,12071050307,117854,12071050307,0.945233,0,0,0,0
2285,2285,12071050308,0,12071050308,1.88230009,12071050308,54929,12071050308,0.924282,0,0,0,0
2286,2286,12071050310,0,12071050310,2.480138169,12071050310,92813,12071050310,0.911014,0,0,0,0
2287,2287,12071050500,0,12071050500,2.23853211,12071050500,55565,12071050500,0.82791,0,0,0,0
2288,2288,12071060102,0,12071060102,1.306372549,12071060102,64863,12071060102,0.871044,0,0,0,0
2289,2289,12071000600,0,12071000600,0,12071000600,30410,12071000600,0.745823,0,0,0,0
2290,2290,12021010205,1,12021010205,2.025094103,12021010205,131538,12021010205,0.907038,0,0,0,0
2291,2291,12021010401,0,12021010401,0,12021010401,57878,12021010401,0.784187,0,0,0,0
2292,2292,12071000900,0,12071000900,0,12071000900,96906,12071000900,0.904281,0,0,0,0
2293,2293,12071001000,0,12071001000,0.931082982,12071001000,44601,12071001000,0.525562,0,0,0,0
2294,2294,12071001201,0,12071001201,0.384984026,12071001201,39598,12071001201,0.515325,0,0,0,0
2295,2295,12071000800,0,12071000800,0.980842912,12071000800,44821,12071000800,0.855865,0,0,0,0
2296,2296,12071010406,0,12071010406,2.22280887,12071010406,75081,12071010406,0.893618,0,0,0,0
2297,2297,12071010407,0,12071010407,2.469339623,12071010407,61597,12071010407,0.789578,0,0,0,0
2298,2298,12071010501,0,12071010501,0,12071010501,59575,12071010501,0.845434,0,0,0,0
2299,2299,12071010103,0,12071010103,1.507275464,12071010103,61657,12071010103,0.812519,0,0,0,0
2300,2300,12117020101,0,12117020101,0.49,12117020101,30163,12117020101,0.657541,1,0,-81.26940211,28.81399617
2301,2301,12001000200,1,12001000200,0.145209581,12001000200,15270,12001000200,0.593107,0,0,0,0
2302,2302,12001000901,0,12001000901,0.281524927,12001000901,21894,12001000901,0.520977,0,0,0,0
2303,2303,12001000902,1,12001000902,0,12001000902,22000,12001000902,0.6088,0,0,0,0
2304,2304,12021010601,0,12021010601,0,12021010601,38713,12021010601,0.687594,0,0,0,0
2305,2305,12021010604,0,12021010604,0,12021010604,46797,12021010604,0.822456,0,0,0,0
2306,2306,12113010809,0,12113010809,3.488304094,12113010809,56518,12113010809,0.78845,0,0,0,0
2307,2307,12113010504,0,12113010504,2.251162791,12113010504,72380,12113010504,0.716286,0,0,0,0
2308,2308,12113010503,0,12113010503,3.66562986,12113010503,52228,12113010503,0.702499,0,0,0,0
2309,2309,12113010811,0,12113010811,2.557454331,12113010811,85134,12113010811,0.741681,0,0,0,0
2310,2310,12113010813,0,12113010813,0,12113010813,66375,12113010813,0.841542,0,0,0,0
2311,2311,12113010819,0,12113010819,2.374397194,12113010819,82713,12113010819,0.581572,1,0,-86.86388652,30.40202373
2312,2312,12113010808,0,12113010808,3.417040359,12113010808,51641,12113010808,0.47317,0,0,0,0
2313,2313,12113010814,0,12113010814,2.755040323,12113010814,84507,12113010814,0.807866,0,0,0,0
2314,2314,12021010405,0,12021010405,1.805476326,12021010405,65474,12021010405,0.90458,0,0,0,0
2315,2315,12021010408,0,12021010408,0,12021010408,98171,12021010408,0.777994,0,0,0,0
2316,2316,12021010410,0,12021010410,0,12021010410,45682,12021010410,0.602214,0,0,0,0
2317,2317,12001001100,0,12001001100,0.409015025,12001001100,78450,12001001100,0.685581,0,0,0,0
2318,2318,12047960200,0,12047960200,2.703947368,12047960200,32716,12047960200,0.586301,0,0,0,0
2319,2319,12047960300,0,12047960300,1.2109375,12047960300,29500,12047960300,0.505491,0,0,0,0
2320,2320,12047960100,0,12047960100,1.369134515,12047960100,40455,12047960100,0.478806,0,0,0,0
2321,2321,12027010200,1,12027010200,1.197947214,12027010200,30795,12027010200,0.651585,0,0,0,0
2322,2322,12031010700,0,12031010700,0.049769585,12031010700,37128,12031010700,0.821017,0,0,0,0
2323,2323,12031010800,0,12031010800,0,12031010800,36205,12031010800,0.881334,0,0,0,0
2324,2324,12027010301,0,12027010301,1.118421053,12027010301,28049,12027010301,0.818171,0,0,0,0
2325,2325,12027010302,0,12027010302,0.089324619,12027010302,23692,12027010302,0.509554,0,0,0,0
2326,2326,12027010403,0,12027010403,2.220877458,12027010403,48533,12027010403,0.89958,0,0,0,0
2327,2327,12027010404,0,12027010404,3.306818182,12027010404,30000,12027010404,0.795804,0,0,0,0
2328,2328,12027010406,0,12027010406,2.654411765,12027010406,37335,12027010406,0.75879,0,0,0,0
2329,2329,12027010102,0,12027010102,1.625490196,12027010102,41500,12027010102,0.610004,0,0,0,0
2330,2330,12095013511,0,12095013511,0.435382685,12095013511,31191,12095013511,0.658858,0,0,0,0
2331,2331,12095017901,0,12095017901,0.573333333,12095017901,60948,12095017901,0.570837,0,0,0,0
2332,2332,12095018100,0,12095018100,1.132773109,12095018100,59188,12095018100,0.523166,1,0,-81.54277978,28.57255249
2333,2333,12095018400,0,12095018400,0.676896846,12095018400,51797,12095018400,0.73135,0,0,0,0
2334,2334,12095018500,0,12095018500,0.276450512,12095018500,31981,12095018500,0.393685,0,0,0,0
2335,2335,12031010900,0,12031010900,0.096519555,12031010900,41515,12031010900,0.663104,0,0,0,0
2336,2336,12031011000,0,12031011000,0.251141553,12031011000,40066,12031011000,0.567846,0,0,0,0
2337,2337,12031016803,0,12031016803,2.27265437,12031016803,90417,12031016803,0.869436,0,0,0,0
2338,2338,12031016804,0,12031016804,2.661129568,12031016804,106493,12031016804,0.886737,0,0,0,0
2339,2339,12031016805,0,12031016805,1.511093502,12031016805,88430,12031016805,0.502313,0,0,0,0
2340,2340,12031016806,0,12031016806,1.597149809,12031016806,67874,12031016806,0.611226,0,0,0,0
2341,2341,12127080803,1,12127080803,1.281860465,12127080803,49583,12127080803,0.842614,0,0,0,0
2342,2342,12127091005,0,12127091005,0,12127091005,73021,12127091005,0.853488,0,0,0,0
2343,2343,12127081700,0,12127081700,0,12127081700,31535,12127081700,0.425446,0,0,0,0
2344,2344,12127090600,0,12127090600,0.425,12127090600,25938,12127090600,0.487342,0,0,0,0
2345,2345,12127090102,0,12127090102,2.864168618,12127090102,40833,12127090102,0.66431,0,0,0,0
2346,2346,12127080805,0,12127080805,0.827140549,12127080805,32338,12127080805,0.844014,0,0,0,0
2347,2347,12127091013,0,12127091013,0.926750116,12127091013,45873,12127091013,0.809435,0,0,0,0
2348,2348,12127090202,0,12127090202,0.879839786,12127090202,52067,12127090202,0.683293,0,0,0,0
2349,2349,12127082704,0,12127082704,1.535641548,12127082704,79071,12127082704,0.980136,0,0,0,0
2350,2350,12127090101,0,12127090101,1.637915544,12127090101,50000,12127090101,0.872079,0,0,0,0
2351,2351,12127090701,0,12127090701,1.493277311,12127090701,51513,12127090701,0.786314,0,0,0,0
2352,2352,12127080804,1,12127080804,0.842972817,12127080804,40620,12127080804,0.67693,0,0,0,0
2353,2353,12009062800,0,12009062800,1.287615148,12009062800,57353,12009062800,0.774002,0,0,0,0
2354,2354,12127083003,0,12127083003,1.806797853,12127083003,34153,12127083003,0.868163,0,0,0,0
2355,2355,12127090400,1,12127090400,0,12127090400,47929,12127090400,0.671254,0,0,0,0
2356,2356,12127082410,0,12127082410,1.167281673,12127082410,48456,12127082410,0.664045,0,0,0,0
2357,2357,12009071301,0,12009071301,1.416428033,12009071301,87692,12009071301,0.737426,0,0,0,0
2358,2358,12009060200,0,12009060200,0,12009060200,62045,12009060200,0.728335,0,0,0,0
2359,2359,12009060300,0,12009060300,2.105747126,12009060300,49669,12009060300,0.806675,0,0,0,0
2360,2360,12009060400,1,12009060400,0,12009060400,36748,12009060400,0.632094,0,0,0,0
2361,2361,12031011100,0,12031011100,0.163949275,12031011100,40658,12031011100,0.609644,0,0,0,0
2362,2362,12031011200,0,12031011200,0.046025105,12031011200,40554,12031011200,0.847779,0,0,0,0
2363,2363,12031011300,0,12031011300,0.042416452,12031011300,31052,12031011300,0.994018,0,0,0,0
2364,2364,12031011400,0,12031011400,0.041926346,12031011400,26378,12031011400,0.933434,0,0,0,0
2365,2365,12031011500,0,12031011500,0.034157833,12031011500,26054,12031011500,0.880229,0,0,0,0
2366,2366,12009071400,0,12009071400,0.908379013,12009071400,39491,12009071400,0.846386,1,0,-80.80757749,28.60836079
2367,2367,12031011600,0,12031011600,0.034410845,12031011600,24952,12031011600,0.823626,0,0,0,0
2368,2368,12031011700,0,12031011700,0.897727273,12031011700,50575,12031011700,0.545857,0,0,0,0
2369,2369,12031011800,0,12031011800,0,12031011800,30781,12031011800,0.465986,0,0,0,0
2370,2370,12031011901,0,12031011901,2.972010178,12031011901,53510,12031011901,0.677614,0,0,0,0
2371,2371,12031011902,0,12031011902,1.12832618,12031011902,60761,12031011902,0.403114,0,0,0,0
2372,2372,12009062104,0,12009062104,1.907622413,12009062104,66985,12009062104,0.785305,0,0,0,0
2373,2373,12031011903,1,12031011903,1.856899489,12031011903,66184,12031011903,0.461898,0,0,0,0
2374,2374,12031012100,0,12031012100,0,12031012100,38438,12031012100,0.463225,0,0,0,0
2375,2375,12031012200,1,12031012200,0.841658342,12031012200,28535,12031012200,0.457922,0,0,0,0
2376,2376,12031012400,0,12031012400,1.334024896,12031012400,45909,12031012400,0.857414,0,0,0,0
2377,2377,12031012500,0,12031012500,1.247030879,12031012500,46740,12031012500,0.385744,0,0,0,0
2378,2378,12031012601,0,12031012601,1.151133501,12031012601,33295,12031012601,0.475044,0,0,0,0
2379,2379,12009062600,0,12009062600,0.091954023,12009062600,24591,12009062600,0.338595,0,0,0,0
2380,2380,12069030308,0,12069030308,1.927927928,12069030308,41773,12069030308,0.895694,0,0,0,0
2381,2381,12009062900,0,12009062900,0.769322948,12009062900,49146,12009062900,0.673539,1,0,-80.734684,28.33259227
2382,2382,12009063102,0,12009063102,1.446991404,12009063102,73165,12009063102,0.683552,0,0,0,0
2383,2383,12031012602,0,12031012602,0.590929502,12031012602,37538,12031012602,0.484245,0,0,0,0
2384,2384,12031012702,0,12031012702,0.98568873,12031012702,41670,12031012702,0.433661,0,0,0,0
2385,2385,12031012800,0,12031012800,0.998533724,12031012800,39983,12031012800,0.371634,0,0,0,0
2386,2386,12031012900,0,12031012900,0,12031012900,50417,12031012900,0.560622,0,0,0,0
2387,2387,12009064301,0,12009064301,1.617647059,12009064301,46497,12009064301,0.685191,0,0,0,0
2388,2388,12009064302,0,12009064302,1.157303371,12009064302,49853,12009064302,0.595828,0,0,0,0
2389,2389,12031013000,0,12031013000,2.538666667,12031013000,95469,12031013000,0.97226,0,0,0,0
2390,2390,12031013100,0,12031013100,0,12031013100,72386,12031013100,0.754345,0,0,0,0
2391,2391,12031013200,3,12031013200,1.448577681,12031013200,45536,12031013200,0.659503,0,0,0,0
2392,2392,12031013300,0,12031013300,0.917298415,12031013300,51667,12031013300,0.437191,0,0,0,0
2393,2393,12009062400,2,12009062400,1.166666667,12009062400,34858,12009062400,0.555465,0,0,0,0
2394,2394,12009063000,0,12009063000,1.287539936,12009063000,75958,12009063000,0.60021,0,0,0,0
2395,2395,12009064400,0,12009064400,1.330487805,12009064400,54162,12009064400,0.811521,0,0,0,0
2396,2396,12009064500,0,12009064500,1.272206304,12009064500,34551,12009064500,0.713451,0,0,0,0
2397,2397,12031001300,0,12031001300,0,12031001300,20568,12031001300,0.770605,0,0,0,0
2398,2398,12031001400,0,12031001400,0.101873536,12031001400,31022,12031001400,0.655095,0,0,0,0
2399,2399,12031001500,0,12031001500,0.041625372,12031001500,23373,12031001500,0.929597,0,0,0,0
2400,2400,12031001600,1,12031001600,0.0475382,12031001600,12917,12031001600,0.777365,0,0,0,0
2401,2401,12069031204,0,12069031204,1.264972777,12069031204,60441,12069031204,0.594796,0,0,0,0
2402,2402,12031013402,0,12031013402,0.452121212,12031013402,38048,12031013402,0.345895,0,0,0,0
2403,2403,12031013503,0,12031013503,0.773972603,12031013503,51345,12031013503,0.355218,0,0,0,0
2404,2404,12031013521,0,12031013521,0.560435133,12031013521,38781,12031013521,0.334669,0,0,0,0
2405,2405,12031013522,0,12031013522,0.898230088,12031013522,58906,12031013522,0.372955,0,0,0,0
2406,2406,12031013721,0,12031013721,0.825154836,12031013721,60847,12031013721,0.378881,0,0,0,0
2407,2407,12009064800,0,12009064800,0.770334928,12009064800,33427,12009064800,0.627602,1,0,-80.60769172,28.0791462
2408,2408,12009064901,1,12009064901,1.087719298,12009064901,49715,12009064901,0.619379,0,0,0,0
2409,2409,12009064902,1,12009064902,0.524504692,12009064902,18774,12009064902,0.470998,0,0,0,0
2410,2410,12009065001,0,12009065001,0,12009065001,74853,12009065001,0.72679,0,0,0,0
2411,2411,12031002200,1,12031002200,0.771158129,12031002200,62262,12031002200,0.872378,0,0,0,0
2412,2412,12031002300,0,12031002300,0,12031002300,61563,12031002300,0.872226,0,0,0,0
2413,2413,12031013723,0,12031013723,0.896601073,12031013723,59603,12031013723,0.393114,0,0,0,0
2414,2414,12031013800,1,12031013800,1.555555556,12031013800,53650,12031013800,0.550875,0,0,0,0
2415,2415,12031013901,0,12031013901,0,12031013901,50857,12031013901,0.656642,0,0,0,0
2416,2416,12031013902,0,12031013902,0.931174089,12031013902,48338,12031013902,0.583244,0,0,0,0
2417,2417,12015020303,0,12015020303,1.214216164,12015020303,44741,12015020303,0.747731,0,0,0,0
2418,2418,12015020400,0,12015020400,1.63345521,12015020400,54607,12015020400,0.831797,0,0,0,0
2419,2419,12009065022,0,12009065022,1.723514212,12009065022,66250,12009065022,0.642226,0,0,0,0
2420,2420,12009065121,0,12009065121,0.883985765,12009065121,37664,12009065121,0.541536,0,0,0,0
2421,2421,12009065122,0,12009065122,0,12009065122,34720,12009065122,0.558771,0,0,0,0
2422,2422,12031013904,0,12031013904,1.145339652,12031013904,49609,12031013904,0.501866,0,0,0,0
2423,2423,12031014202,0,12031014202,1.122941822,12031014202,51656,12031014202,0.775642,0,0,0,0
2424,2424,12031014311,0,12031014311,1.027347311,12031014311,38769,12031014311,0.603982,0,0,0,0
2425,2425,12069031305,0,12069031305,1.947674419,12069031305,42626,12069031305,0.57441,1,0,-81.76674226,28.55142968
2426,2426,12069031103,0,12069031103,2.840506329,12069031103,56182,12069031103,0.912439,0,0,0,0
2427,2427,12069030302,2,12069030302,1.935261708,12069030302,48915,12069030302,0.817362,0,0,0,0
2428,2428,12069030102,0,12069030102,2.568019093,12069030102,34904,12069030102,0.921883,0,0,0,0
2429,2429,12069030203,0,12069030203,1.629280822,12069030203,69351,12069030203,0.709914,0,0,0,0
2430,2430,12069031301,0,12069031301,2.433029909,12069031301,75089,12069031301,0.837955,0,0,0,0
2431,2431,12069030902,0,12069030902,2.002721088,12069030902,83154,12069030902,0.773279,0,0,0,0
2432,2432,12009065123,0,12009065123,0.920075223,12009065123,34734,12009065123,0.571296,0,0,0,0
2433,2433,12009065201,0,12009065201,1.192197907,12009065201,48578,12009065201,0.743025,0,0,0,0
2434,2434,12009065202,0,12009065202,1.057929725,12009065202,42791,12009065202,0.732946,0,0,0,0
2435,2435,12009066101,0,12009066101,1.240310078,12009066101,71577,12009066101,0.931481,0,0,0,0
2436,2436,12069030504,0,12069030504,1.012978142,12069030504,40338,12069030504,0.530017,0,0,0,0
2437,2437,12069031311,0,12069031311,0.927286218,12069031311,54932,12069031311,0.540576,0,0,0,0
2438,2438,12069030108,0,12069030108,2.836575875,12069030108,73375,12069030108,0.873126,0,0,0,0
2439,2439,12069030913,0,12069030913,1.319148936,12069030913,62216,12069030913,0.962451,0,0,0,0
2440,2440,12069030405,0,12069030405,2.39031339,12069030405,47400,12069030405,0.773573,0,0,0,0
2441,2441,12069030106,0,12069030106,2.486419753,12069030106,34659,12069030106,0.978182,0,0,0,0
2442,2442,12069030206,0,12069030206,0,12069030206,29111,12069030206,0.457025,0,0,0,0
2443,2443,12069030105,0,12069030105,2.551038062,12069030105,55969,12069030105,0.805381,0,0,0,0
2444,2444,12097043302,0,12097043302,1.157323689,12097043302,57309,12097043302,0.612253,0,0,0,0
2445,2445,12031014326,0,12031014326,1.487472935,12031014326,87538,12031014326,0.543073,0,0,0,0
2446,2446,12031014328,0,12031014328,1.326145553,12031014328,78693,12031014328,0.447941,0,0,0,0
2447,2447,12031014401,0,12031014401,0.980429594,12031014401,54571,12031014401,0.493568,0,0,0,0
2448,2448,12053040400,0,12053040400,0,12053040400,32225,12053040400,0.804128,1,0,-82.38779241,28.55455774
2449,2449,12069030502,0,12069030502,1.277442702,12069030502,37985,12069030502,0.527754,0,0,0,0
2450,2450,12069030601,0,12069030601,0.880952381,12069030601,31386,12069030601,0.614181,0,0,0,0
2451,2451,12069030602,1,12069030602,0,12069030602,24942,12069030602,0.559528,1,0,-81.86907575,28.81293817
2452,2452,12069030701,0,12069030701,2.321937322,12069030701,45667,12069030701,0.876806,0,0,0,0
2453,2453,12009066301,0,12009066301,1.405707196,12009066301,69137,12009066301,0.895318,0,0,0,0
2454,2454,12009066302,0,12009066302,1.458254269,12009066302,92750,12009066302,0.834298,0,0,0,0
2455,2455,12009066400,0,12009066400,1.195488722,12009066400,63325,12009066400,0.902936,1,0,-80.59896289,28.14601504
2456,2456,12009066500,0,12009066500,1.463511973,12009066500,64306,12009066500,0.8716,0,0,0,0
2457,2457,12037970302,0,12037970302,0.575250836,12037970302,44231,12037970302,0.603322,0,0,0,0
2458,2458,12015020800,0,12015020800,0.843853821,12015020800,36356,12015020800,0.730494,0,0,0,0
2459,2459,12015030100,0,12015030100,1.99188092,12015030100,52432,12015030100,0.943018,0,0,0,0
2460,2460,12015030200,0,12015030200,1.474396704,12015030200,48766,12015030200,0.893178,0,0,0,0
2461,2461,12031014404,1,12031014404,1.001254705,12031014404,74253,12031014404,0.572595,0,0,0,0
2462,2462,12031014406,0,12031014406,3.302521008,12031014406,76273,12031014406,0.540692,0,0,0,0
2463,2463,12031014500,0,12031014500,0.900705053,12031014500,48487,12031014500,0.640912,0,0,0,0
2464,2464,12031014701,0,12031014701,0.752559727,12031014701,52734,12031014701,0.441586,0,0,0,0
2465,2465,12069030702,0,12069030702,1.398097826,12069030702,50733,12069030702,0.649694,0,0,0,0
2466,2466,12009066700,0,12009066700,1.437281553,12009066700,66130,12009066700,0.89511,0,0,0,0
2467,2467,12009066900,0,12009066900,0,12009066900,78886,12009066900,0.860153,0,0,0,0
2468,2468,12099990100,0,12099990100,0,12099990100,0,12099990100,0,0,0,0,0
2469,2469,12069030306,0,12069030306,1.806060606,12069030306,43917,12069030306,0.94313,0,0,0,0
2470,2470,12009068200,0,12009068200,1.291666667,12009068200,56724,12009068200,0.918127,0,0,0,0
2471,2471,12031014702,0,12031014702,1.43776824,12031014702,67153,12031014702,0.413997,0,0,0,0
2472,2472,12031014800,1,12031014800,0.450561197,12031014800,31297,12031014800,0.44829,0,0,0,0
2473,2473,12031014901,0,12031014901,1.118573798,12031014901,55100,12031014901,0.481466,0,0,0,0
2474,2474,12031014902,0,12031014902,0,12031014902,53832,12031014902,0.416461,0,0,0,0
2475,2475,12031015001,0,12031015001,0.968713105,12031015001,38669,12031015001,0.47437,0,0,0,0
2476,2476,12031015002,0,12031015002,1.003649635,12031015002,62219,12031015002,0.403278,0,0,0,0
2477,2477,12031015300,0,12031015300,0,12031015300,36250,12031015300,0.482873,0,0,0,0
2478,2478,12031015400,0,12031015400,0.870617696,12031015400,37074,12031015400,0.443435,0,0,0,0
2479,2479,12069030912,0,12069030912,1.357005758,12069030912,45090,12069030912,0.701165,0,0,0,0
2480,2480,12069031202,0,12069031202,2.024621212,12069031202,54031,12069031202,0.683307,0,0,0,0
2481,2481,12009068300,0,12009068300,0,12009068300,51393,12009068300,0.95475,0,0,0,0
2482,2482,12009068400,0,12009068400,1.512820513,12009068400,54356,12009068400,0.814209,0,0,0,0
2483,2483,12009068601,0,12009068601,1.296488947,12009068601,54514,12009068601,0.797322,0,0,0,0
2484,2484,12009069100,0,12009069100,1.647609148,12009069100,83095,12009069100,0.827697,0,0,0,0
